Timestamp,Symbol,Token,IsNonZero,NetQty,BuyQty,SellQty,BuyPrice,SellPrice,Product,Strategy,LTP,MTM,PnL,RawMTM,SourceFile,Date
2025-09-10 23:59:50,NIFTY30SEP25C24650,60455,Yes,-75,0,75,0.0,343.85,NRML,,507.5,-6461.25,0.0,-12273.75,2025-09-10_positions.csv,2025-09-10
2025-09-10 23:59:50,NIFTY30SEP25P24650,60456,Yes,-75,75,75,0.0,162.07,NRML,,83.05,1419.37,1291.88,5926.5,2025-09-10_positions.csv,2025-09-10
2025-09-10 23:59:50,NIFTY30SEP25P25100,60484,Yes,-75,0,75,0.0,227.05,NRML,,227.7,-48.75,0.0,-48.75,2025-09-10_positions.csv,2025-09-10
2025-09-10 23:59:50,INFY-EQ,1594,Yes,-2,0,2,0.0,1522.5,CNC,,1532.6,-20.2,0.0,-20.2,2025-09-10_positions.csv,2025-09-10
2025-09-10 23:59:50,NIFTY30SEP25P23850,60358,Yes,75,75,0,18.4,0.0,NRML,,17.55,-63.75,-0.0,-63.75,2025-09-10_positions.csv,2025-09-10
2025-09-11 23:30:26,NIFTY30SEP25C24650,60455,Yes,-75,0,75,0.0,343.85,NRML,,524.9,-1500.0,0.0,-13578.75,2025-09-11_positions.csv,2025-09-11
2025-09-11 23:30:26,NIFTY30SEP25P24650,60456,Yes,-75,0,75,0.0,85.1,NRML,,66.25,1215.0,0.0,1413.75,2025-09-11_positions.csv,2025-09-11
2025-09-11 23:30:26,NIFTY30SEP25P25100,60484,Yes,-75,0,75,0.0,227.05,NRML,,200.0,2283.75,0.0,2028.75,2025-09-11_positions.csv,2025-09-11
2025-09-11 23:30:26,NIFTY30SEP25P23850,60358,Yes,75,75,0,18.4,0.0,NRML,,13.7,-281.25,-0.0,-352.5,2025-09-11_positions.csv,2025-09-11
2025-09-12 17:50:46,NIFTY23SEP25P25000,47734,No,0,75,75,81.65,82.6,NRML,,78.6,0.0,71.25,0.0,2025-09-12_positions.csv,2025-09-12
2025-09-12 17:50:46,NIFTY23SEP25P23950,47569,No,0,75,75,5.55,5.55,NRML,,6.0,0.0,0.0,0.0,2025-09-12_positions.csv,2025-09-12
2025-09-12 17:50:46,NIFTY30SEP25P23850,60358,Yes,75,75,0,18.4,0.0,NRML,,12.1,-161.25,-0.0,-472.5,2025-09-12_positions.csv,2025-09-12
2025-09-12 17:50:46,NIFTY30SEP25P24650,60456,Yes,-75,0,75,0.0,85.1,NRML,,46.0,1680.0,0.0,2932.5,2025-09-12_positions.csv,2025-09-12
2025-09-12 17:50:46,NIFTY30SEP25C24650,60455,Yes,-75,0,75,0.0,343.85,NRML,,603.0,-5763.75,0.0,-19436.25,2025-09-12_positions.csv,2025-09-12
2025-09-12 17:50:46,NIFTY30SEP25P25100,60484,Yes,-75,0,75,0.0,227.05,NRML,,146.7,4192.5,0.0,6026.25,2025-09-12_positions.csv,2025-09-12
2025-09-13 23:59:54,NIFTY30SEP25C24650,60455,Yes,-75,0,75,0.0,343.85,NRML,,608.6,-225.0,0.0,-19856.25,2025-09-13_positions.csv,2025-09-13
2025-09-13 23:59:54,NIFTY30SEP25P24650,60456,Yes,-75,0,75,0.0,85.1,NRML,,48.7,-135.0,0.0,2730.0,2025-09-13_positions.csv,2025-09-13
2025-09-13 23:59:54,NIFTY30SEP25P25100,60484,Yes,-75,0,75,0.0,227.05,NRML,,151.95,-191.25,0.0,5632.5,2025-09-13_positions.csv,2025-09-13
2025-09-13 23:59:54,NIFTY30SEP25P23850,60358,Yes,75,75,0,18.4,0.0,NRML,,12.7,60.0,-0.0,-427.5,2025-09-13_positions.csv,2025-09-13
2025-09-14 23:58:38,NIFTY30SEP25P23850,60358,Yes,75,75,0,18.4,0.0,NRML,,12.7,60.0,-0.0,-427.5,2025-09-14_positions.csv,2025-09-14
2025-09-14 23:58:38,NIFTY30SEP25P25100,60484,Yes,-75,0,75,0.0,227.05,NRML,,151.95,-191.25,0.0,5632.5,2025-09-14_positions.csv,2025-09-14
2025-09-14 23:58:38,NIFTY30SEP25C24650,60455,Yes,-75,0,75,0.0,343.85,NRML,,608.6,-225.0,0.0,-19856.25,2025-09-14_positions.csv,2025-09-14
2025-09-14 23:58:38,NIFTY30SEP25P24650,60456,Yes,-75,0,75,0.0,85.1,NRML,,48.7,-135.0,0.0,2730.0,2025-09-14_positions.csv,2025-09-14
2025-09-15 23:57:06,NIFTY30SEP25C24650,60455,Yes,-75,0,75,0.0,343.85,NRML,IBBM Intraday,562.55,3228.75,0.0,-16402.5,2025-09-15_positions.csv,2025-09-15
2025-09-15 23:57:06,NIFTY30SEP25P25100,60484,Yes,-150,0,75,0.0,189.47,NRML,IBBM Intraday,154.0,-502.5,0.0,5320.5,2025-09-15_positions.csv,2025-09-15
2025-09-15 23:57:06,NIFTY30SEP25P23850,60358,Yes,75,75,0,18.4,0.0,NRML,IBBM Intraday,10.8,-82.5,-0.0,-570.0,2025-09-15_positions.csv,2025-09-15
2025-09-15 23:57:06,NIFTY30SEP25P24650,60456,No,0,75,75,45.05,46.9,NRML,IBBM Intraday,45.0,0.0,138.75,0.0,2025-09-15_positions.csv,2025-09-15
2025-09-15 23:57:06,NIFTY16SEP25C25450,44813,No,0,75,75,2.15,1.85,NRML,IBBM Intraday,1.7,0.0,-22.5,0.0,2025-09-15_positions.csv,2025-09-15
2025-09-15 23:57:06,NIFTY16SEP25C25100,44713,No,0,75,75,53.65,56.15,NRML,IBBM Intraday,45.4,0.0,187.5,0.0,2025-09-15_positions.csv,2025-09-15
2025-09-16 13:47:55,NIFTY30SEP25P25100,60484,Yes,-150,0,150,0.0,189.48,NRML,,110.3,6570.0,0.0,11877.0,2025-09-16_positions.csv,2025-09-16
2025-09-16 13:47:55,NIFTY30SEP25C24650,60455,Yes,-75,0,75,0.0,343.85,NRML,,664.4,-7770.0,0.0,-24041.25,2025-09-16_positions.csv,2025-09-16
2025-09-16 13:47:55,NIFTY30SEP25P23850,60358,Yes,75,75,0,18.4,0.0,NRML,,9.25,-78.75,-0.0,-686.25,2025-09-16_positions.csv,2025-09-16
2025-09-16 13:47:55,NIFTY30SEP25C26200,60566,Yes,75,75,0,7.15,0.0,NRML,,7.15,0.0,-0.0,0.0,2025-09-16_positions.csv,2025-09-16
2025-09-16 13:47:55,NIFTY30SEP25P23900,60362,Yes,75,75,0,9.7,0.0,NRML,,9.65,-3.75,-0.0,-3.75,2025-09-16_positions.csv,2025-09-16
2025-09-16 13:47:55,NIFTY23SEP25P24100,47579,No,0,75,75,5.15,4.95,MIS,,5.1,0.0,-15.0,0.0,2025-09-16_positions.csv,2025-09-16
2025-09-16 13:47:55,NIFTY23SEP25P25150,47756,No,0,75,75,87.55,96.6,MIS,,88.8,0.0,678.75,0.0,2025-09-16_positions.csv,2025-09-16
2025-09-17 23:59:54,NIFTY30SEP25C26200,60566,Yes,75,75,0,7.15,0.0,NRML,Monthly Straddle,9.2,112.5,-0.0,153.75,2025-09-17_positions.csv,2025-09-17
2025-09-17 23:59:54,NIFTY30SEP25P25100,60484,No,0,150,150,60.73,91.55,NRML,,62.4,0.0,4623.75,0.0,2025-09-17_positions.csv,2025-09-17
2025-09-17 23:59:54,NIFTY30SEP25P23900,60362,Yes,75,75,0,9.7,0.0,NRML,Monthly Straddle,6.85,-135.0,-0.0,-213.75,2025-09-17_positions.csv,2025-09-17
2025-09-17 23:59:54,NIFTY30SEP25P23850,60358,Yes,75,75,0,18.4,0.0,NRML,Monthly Straddle,6.7,-131.25,-0.0,-877.5,2025-09-17_positions.csv,2025-09-17
2025-09-17 23:59:54,NIFTY30SEP25P25350,60494,Yes,-150,0,150,0.0,131.47,NRML,Monthly Straddle,134.15,-401.25,0.0,-402.0,2025-09-17_positions.csv,2025-09-17
2025-09-17 23:59:54,NIFTY30SEP25C24650,60455,Yes,-75,0,75,0.0,343.85,NRML,Monthly Straddle,790.25,-5621.25,0.0,-33480.0,2025-09-17_positions.csv,2025-09-17
2025-09-18 22:50:09,NIFTY23SEP25C25450,47773,No,0,75,75,69.6,76.6,MIS,,89.1,0.0,525.0,0.0,2025-09-18_positions.csv,2025-09-18
2025-09-18 22:50:09,NIFTY23SEP25C25800,47803,No,0,75,75,5.15,5.35,NRML,,5.75,0.0,15.0,0.0,2025-09-18_positions.csv,2025-09-18
2025-09-18 22:50:09,NIFTY30SEP25P25350,60494,No,0,150,150,84.65,134.7,NRML,,85.5,0.0,7507.5,0.0,2025-09-18_positions.csv,2025-09-18
2025-09-18 22:50:09,NIFTY30SEP25C26200,60566,Yes,75,75,0,7.15,0.0,NRML,Monthly Straddle,8.0,-71.25,-0.0,63.75,2025-09-18_positions.csv,2025-09-18
2025-09-18 22:50:09,NIFTY23SEP25C25800,47803,No,0,75,75,5.85,5.1,MIS,,5.75,0.0,-56.25,0.0,2025-09-18_positions.csv,2025-09-18
2025-09-18 22:50:09,NIFTY30SEP25P23850,60358,Yes,75,75,0,18.4,0.0,NRML,Monthly Straddle,4.25,-191.25,-0.0,-1061.25,2025-09-18_positions.csv,2025-09-18
2025-09-18 22:50:09,NIFTY30SEP25P25500,60500,Yes,-150,0,150,0.0,139.9,NRML,Monthly Straddle,142.4,-375.0,0.0,-375.0,2025-09-18_positions.csv,2025-09-18
2025-09-18 22:50:09,NIFTY30SEP25C24650,60455,Yes,-75,0,75,0.0,343.85,NRML,Monthly Straddle,854.85,-4515.0,0.0,-38325.0,2025-09-18_positions.csv,2025-09-18
2025-09-18 22:50:09,NIFTY30SEP25P23900,60362,Yes,75,75,0,9.7,0.0,NRML,Monthly Straddle,4.25,-217.5,-0.0,-408.75,2025-09-18_positions.csv,2025-09-18
2025-09-19 15:30:54,NIFTY30SEP25P25250,60490,No,0,150,150,95.85,97.67,NRML,,73.2,0.0,273.75,0.0,2025-09-19_positions.csv,2025-09-19
2025-09-19 15:30:54,NIFTY30SEP25C24650,60455,Yes,-75,0,75,343.85,343.85,NRML,Monthly Straddle,780.05,5610.0,0.0,-32715.0,2025-09-19_positions.csv,2025-09-19
2025-09-19 15:30:54,NIFTY30SEP25P25500,60500,Yes,-150,0,150,139.9,139.9,NRML,Monthly Straddle,177.15,-5475.0,0.0,-5587.5,2025-09-19_positions.csv,2025-09-19
2025-09-19 15:30:54,NIFTY30SEP25P23850,60358,Yes,75,75,0,18.4,18.4,NRML,Monthly Straddle,3.45,-90.0,-0.0,-1121.25,2025-09-19_positions.csv,2025-09-19
2025-09-19 15:30:54,NIFTY30SEP25P23900,60362,Yes,75,75,0,9.7,9.7,NRML,Monthly Straddle,3.75,-78.75,-0.0,-446.25,2025-09-19_positions.csv,2025-09-19
2025-09-19 15:30:54,NIFTY30SEP25C26200,60566,Yes,75,75,75,6.42,6.42,NRML,Monthly Straddle,4.9,-140.62,-84.38,-114.0,2025-09-19_positions.csv,2025-09-19
2025-09-19 15:30:54,NIFTY30SEP25C25500,60499,No,0,150,150,96.6,96.42,NRML,,102.25,0.0,-26.25,0.0,2025-09-19_positions.csv,2025-09-19
2025-09-22 19:01:38,NIFTY30SEP25P25500,60500,Yes,-150,0,150,139.9,139.9,NRML,Monthly Straddle,271.0,-12607.5,0.0,-19665.0,2025-09-22_positions.csv,2025-09-22
2025-09-22 19:01:38,NIFTY30SEP25C24650,60455,Yes,-75,0,75,343.85,343.85,NRML,Monthly Straddle,644.8,9045.0,0.0,-22571.25,2025-09-22_positions.csv,2025-09-22
2025-09-22 19:01:39,NIFTY30SEP25C25200,60487,Yes,-75,0,75,179.95,179.95,NRML,Monthly Straddle,179.9,3.75,0.0,3.75,2025-09-22_positions.csv,2025-09-22
2025-09-22 19:01:39,NIFTY30SEP25P23850,60358,Yes,75,75,0,18.4,18.4,NRML,Monthly Straddle,4.0,26.25,-0.0,-1080.0,2025-09-22_positions.csv,2025-09-22
2025-09-22 19:01:39,NIFTY30SEP25P23900,60362,Yes,75,75,0,9.7,9.7,NRML,Monthly Straddle,3.5,-18.75,-0.0,-465.0,2025-09-22_positions.csv,2025-09-22
2025-09-22 19:01:40,NIFTY30SEP25C26200,60566,Yes,150,75,0,4.12,4.12,NRML,Monthly Straddle,2.6,-172.5,-0.0,-228.0,2025-09-22_positions.csv,2025-09-22
2025-09-23 22:41:30,NIFTY30SEP25C24650,60455,Yes,-75,0,75,343.85,343.85,NRML,Monthly Straddle,620.0,1473.75,0.0,-20711.25,2025-09-23_positions.csv,2025-09-23
2025-09-23 22:41:30,NIFTY30SEP25C25200,60487,Yes,-75,0,75,179.95,179.95,NRML,Monthly Straddle,150.0,2250.0,0.0,2246.25,2025-09-23_positions.csv,2025-09-23
2025-09-23 22:41:31,NIFTY30SEP25P25500,60500,Yes,-150,75,150,211.32,211.32,NRML,Monthly Straddle,282.0,2747.5,-520.0,-10602.0,2025-09-23_positions.csv,2025-09-23
2025-09-23 22:41:31,NIFTY30SEP25P23850,60358,Yes,75,75,0,18.4,18.4,NRML,Monthly Straddle,2.95,-63.75,-0.0,-1158.75,2025-09-23_positions.csv,2025-09-23
2025-09-23 22:41:32,NIFTY30SEP25C26200,60566,Yes,150,150,0,4.13,4.13,NRML,Monthly Straddle,1.65,-135.0,-0.0,-372.0,2025-09-23_positions.csv,2025-09-23
2025-09-23 22:41:32,NIFTY30SEP25P23900,60362,Yes,75,75,0,9.7,9.7,NRML,Monthly Straddle,2.8,-90.0,-0.0,-517.5,2025-09-23_positions.csv,2025-09-23
2025-09-24 16:14:02,NIFTY30SEP25C25200,60487,Yes,-75,0,75,179.95,179.95,NRML,Monthly Straddle,65.15,6735.0,0.0,8610.0,2025-09-24_positions.csv,2025-09-24
2025-09-24 16:14:02,NIFTY30SEP25P25500,60500,Yes,-75,75,150,247.05,247.05,NRML,Monthly Straddle,395.8,-8658.75,-8516.25,-11156.25,2025-09-24_positions.csv,2025-09-24
2025-09-24 16:14:03,NIFTY30SEP25C25150,60485,Yes,-75,75,150,112.35,112.35,NRML,Monthly Straddle,86.4,1946.25,-375.0,1946.25,2025-09-24_positions.csv,2025-09-24
2025-09-24 16:14:03,NIFTY30SEP25P25050,60482,Yes,-75,0,75,63.0,63.0,NRML,IBBM Intraday,75.1,-907.5,0.0,-907.5,2025-09-24_positions.csv,2025-09-24
2025-09-24 16:14:04,NIFTY30SEP25P23850,60358,Yes,75,75,0,18.4,18.4,NRML,Monthly Straddle,2.5,-26.25,-0.0,-1192.5,2025-09-24_positions.csv,2025-09-24
2025-09-24 16:14:04,NIFTY30SEP25P23900,60362,Yes,75,75,0,9.7,9.7,NRML,Monthly Straddle,2.55,-30.0,-0.0,-536.25,2025-09-24_positions.csv,2025-09-24
2025-09-24 16:14:05,NIFTY30SEP25C26200,60566,Yes,150,150,0,4.13,4.13,NRML,Monthly Straddle,1.45,-30.0,-0.0,-402.0,2025-09-24_positions.csv,2025-09-24
2025-09-24 16:14:05,NIFTY30SEP25C24650,60455,No,0,75,75,486.75,619.8,NRML,Monthly Straddle,476.1,0.0,9978.75,0.0,2025-09-24_positions.csv,2025-09-24
